"province","health_region","date_death_report","deaths","cumulative_deaths"
"Ontario","Southwestern","14-03-2020",0,0
"Ontario","Southwestern","15-03-2020",0,0
"Ontario","Southwestern","16-03-2020",0,0
"Ontario","Southwestern","17-03-2020",0,0
"Ontario","Southwestern","18-03-2020",0,0
"Ontario","Southwestern","19-03-2020",0,0
"Ontario","Southwestern","20-03-2020",0,0
"Ontario","Southwestern","21-03-2020",0,0
"Ontario","Southwestern","22-03-2020",0,0
"Ontario","Southwestern","23-03-2020",0,0
"Ontario","Southwestern","24-03-2020",0,0
"Ontario","Southwestern","25-03-2020",0,0
"Ontario","Southwestern","26-03-2020",0,0
"Ontario","Southwestern","27-03-2020",0,0
"Ontario","Southwestern","28-03-2020",0,0
"Ontario","Southwestern","29-03-2020",0,0
"Ontario","Southwestern","30-03-2020",0,0
"Ontario","Southwestern","31-03-2020",1,1
"Ontario","Southwestern","01-04-2020",1,2
"Ontario","Southwestern","02-04-2020",0,2
"Ontario","Southwestern","03-04-2020",0,2
"Ontario","Southwestern","04-04-2020",0,2
"Ontario","Southwestern","05-04-2020",0,2
"Ontario","Southwestern","06-04-2020",0,2
"Ontario","Southwestern","07-04-2020",0,2
"Ontario","Southwestern","08-04-2020",0,2
"Ontario","Southwestern","09-04-2020",0,2
"Ontario","Southwestern","10-04-2020",0,2
"Ontario","Southwestern","11-04-2020",0,2
"Ontario","Southwestern","12-04-2020",0,2
"Ontario","Southwestern","13-04-2020",1,3
"Ontario","Southwestern","14-04-2020",0,3
"Ontario","Southwestern","15-04-2020",0,3
"Ontario","Southwestern","16-04-2020",0,3
"Ontario","Southwestern","17-04-2020",0,3
"Ontario","Southwestern","18-04-2020",0,3
"Ontario","Southwestern","19-04-2020",0,3
"Ontario","Southwestern","20-04-2020",0,3
"Ontario","Southwestern","21-04-2020",0,3
"Ontario","Southwestern","22-04-2020",1,4
"Ontario","Southwestern","23-04-2020",0,4
"Ontario","Southwestern","24-04-2020",0,4
"Ontario","Southwestern","25-04-2020",0,4
"Ontario","Southwestern","26-04-2020",0,4
"Ontario","Southwestern","27-04-2020",0,4
"Ontario","Southwestern","28-04-2020",0,4
"Ontario","Southwestern","29-04-2020",0,4
"Ontario","Southwestern","30-04-2020",0,4
"Ontario","Sudbury","08-03-2020",0,0
"Ontario","Sudbury","09-03-2020",0,0
"Ontario","Sudbury","10-03-2020",0,0
"Ontario","Sudbury","11-03-2020",0,0
"Ontario","Sudbury","12-03-2020",0,0
"Ontario","Sudbury","13-03-2020",0,0
"Ontario","Sudbury","14-03-2020",0,0
"Ontario","Sudbury","15-03-2020",0,0
"Ontario","Sudbury","16-03-2020",0,0
"Ontario","Sudbury","17-03-2020",0,0
"Ontario","Sudbury","18-03-2020",0,0
"Ontario","Sudbury","19-03-2020",0,0
"Ontario","Sudbury","20-03-2020",0,0
"Ontario","Sudbury","21-03-2020",0,0
"Ontario","Sudbury","22-03-2020",0,0
"Ontario","Sudbury","23-03-2020",0,0
"Ontario","Sudbury","24-03-2020",0,0
"Ontario","Sudbury","25-03-2020",0,0
"Ontario","Sudbury","26-03-2020",0,0
"Ontario","Sudbury","27-03-2020",0,0
"Ontario","Sudbury","28-03-2020",0,0
"Ontario","Sudbury","29-03-2020",0,0
"Ontario","Sudbury","30-03-2020",0,0
"Ontario","Sudbury","31-03-2020",0,0
"Ontario","Sudbury","01-04-2020",0,0
"Ontario","Sudbury","02-04-2020",1,1
"Ontario","Sudbury","03-04-2020",0,1
"Ontario","Sudbury","04-04-2020",0,1
"Ontario","Sudbury","05-04-2020",0,1
"Ontario","Sudbury","06-04-2020",0,1
"Ontario","Sudbury","07-04-2020",0,1
"Ontario","Sudbury","08-04-2020",0,1
"Ontario","Sudbury","09-04-2020",0,1
"Ontario","Sudbury","10-04-2020",0,1
"Ontario","Sudbury","11-04-2020",0,1
"Ontario","Sudbury","12-04-2020",0,1
"Ontario","Sudbury","13-04-2020",0,1
"Ontario","Sudbury","14-04-2020",0,1
"Ontario","Sudbury","15-04-2020",0,1
"Ontario","Sudbury","16-04-2020",0,1
"Ontario","Sudbury","17-04-2020",0,1
"Ontario","Sudbury","18-04-2020",0,1
"Ontario","Sudbury","19-04-2020",0,1
"Ontario","Sudbury","20-04-2020",0,1
"Ontario","Sudbury","21-04-2020",0,1
"Ontario","Sudbury","22-04-2020",0,1
"Ontario","Sudbury","23-04-2020",0,1
"Ontario","Sudbury","24-04-2020",0,1
"Ontario","Sudbury","25-04-2020",0,1
"Ontario","Sudbury","26-04-2020",0,1
"Ontario","Sudbury","27-04-2020",0,1
"Ontario","Sudbury","28-04-2020",0,1
"Ontario","Sudbury","29-04-2020",0,1
"Ontario","Sudbury","30-04-2020",0,1
"Ontario","Thunder Bay","08-03-2020",0,0
"Ontario","Thunder Bay","09-03-2020",0,0
"Ontario","Thunder Bay","10-03-2020",0,0
"Ontario","Thunder Bay","11-03-2020",0,0
"Ontario","Thunder Bay","12-03-2020",0,0
"Ontario","Thunder Bay","13-03-2020",0,0
"Ontario","Thunder Bay","14-03-2020",0,0
"Ontario","Thunder Bay","15-03-2020",0,0
"Ontario","Thunder Bay","16-03-2020",0,0
"Ontario","Thunder Bay","17-03-2020",0,0
"Ontario","Thunder Bay","18-03-2020",0,0
"Ontario","Thunder Bay","19-03-2020",0,0
"Ontario","Thunder Bay","20-03-2020",0,0
"Ontario","Thunder Bay","21-03-2020",0,0
"Ontario","Thunder Bay","22-03-2020",0,0
"Ontario","Thunder Bay","23-03-2020",0,0
"Ontario","Thunder Bay","24-03-2020",0,0
"Ontario","Thunder Bay","25-03-2020",0,0
"Ontario","Thunder Bay","26-03-2020",0,0
"Ontario","Thunder Bay","27-03-2020",0,0
"Ontario","Thunder Bay","28-03-2020",0,0
"Ontario","Thunder Bay","29-03-2020",0,0
"Ontario","Thunder Bay","30-03-2020",0,0
"Ontario","Thunder Bay","31-03-2020",0,0
"Ontario","Thunder Bay","01-04-2020",0,0
"Ontario","Thunder Bay","02-04-2020",0,0
"Ontario","Thunder Bay","03-04-2020",0,0
"Ontario","Thunder Bay","04-04-2020",0,0
"Ontario","Thunder Bay","05-04-2020",0,0
"Ontario","Thunder Bay","06-04-2020",0,0
"Ontario","Thunder Bay","07-04-2020",0,0
"Ontario","Thunder Bay","08-04-2020",0,0
"Ontario","Thunder Bay","09-04-2020",0,0
"Ontario","Thunder Bay","10-04-2020",0,0
"Ontario","Thunder Bay","11-04-2020",0,0
"Ontario","Thunder Bay","12-04-2020",0,0
"Ontario","Thunder Bay","13-04-2020",0,0
"Ontario","Thunder Bay","14-04-2020",0,0
"Ontario","Thunder Bay","15-04-2020",0,0
"Ontario","Thunder Bay","16-04-2020",0,0
"Ontario","Thunder Bay","17-04-2020",0,0
"Ontario","Thunder Bay","18-04-2020",0,0
"Ontario","Thunder Bay","19-04-2020",0,0
"Ontario","Thunder Bay","20-04-2020",0,0
"Ontario","Thunder Bay","21-04-2020",0,0
"Ontario","Thunder Bay","22-04-2020",0,0
"Ontario","Thunder Bay","23-04-2020",0,0
"Ontario","Thunder Bay","24-04-2020",0,0
"Ontario","Thunder Bay","25-04-2020",0,0
"Ontario","Thunder Bay","26-04-2020",1,1
"Ontario","Thunder Bay","27-04-2020",0,1
"Ontario","Thunder Bay","28-04-2020",0,1
"Ontario","Thunder Bay","29-04-2020",0,1
"Ontario","Thunder Bay","30-04-2020",0,1
"Ontario","Toronto","08-03-2020",0,0
"Ontario","Toronto","09-03-2020",0,0
"Ontario","Toronto","10-03-2020",0,0
"Ontario","Toronto","11-03-2020",0,0
"Ontario","Toronto","12-03-2020",0,0
"Ontario","Toronto","13-03-2020",0,0
"Ontario","Toronto","14-03-2020",0,0
"Ontario","Toronto","15-03-2020",0,0
"Ontario","Toronto","16-03-2020",0,0
"Ontario","Toronto","17-03-2020",0,0
"Ontario","Toronto","18-03-2020",0,0
"Ontario","Toronto","19-03-2020",0,0
"Ontario","Toronto","20-03-2020",0,0
"Ontario","Toronto","21-03-2020",0,0
"Ontario","Toronto","22-03-2020",1,1
"Ontario","Toronto","23-03-2020",0,1
"Ontario","Toronto","24-03-2020",0,1
"Ontario","Toronto","25-03-2020",3,4
"Ontario","Toronto","26-03-2020",0,4
"Ontario","Toronto","27-03-2020",0,4
"Ontario","Toronto","28-03-2020",0,4
"Ontario","Toronto","29-03-2020",0,4
"Ontario","Toronto","30-03-2020",2,6
"Ontario","Toronto","31-03-2020",2,8
"Ontario","Toronto","01-04-2020",3,11
"Ontario","Toronto","02-04-2020",0,11
"Ontario","Toronto","03-04-2020",2,13
"Ontario","Toronto","04-04-2020",12,25
"Ontario","Toronto","05-04-2020",2,27
"Ontario","Toronto","06-04-2020",5,32
"Ontario","Toronto","07-04-2020",10,42
"Ontario","Toronto","08-04-2020",7,49
"Ontario","Toronto","09-04-2020",5,54
"Ontario","Toronto","10-04-2020",23,77
"Ontario","Toronto","11-04-2020",2,79
"Ontario","Toronto","12-04-2020",0,79
"Ontario","Toronto","13-04-2020",13,92
"Ontario","Toronto","14-04-2020",23,115
"Ontario","Toronto","15-04-2020",6,121
"Ontario","Toronto","16-04-2020",26,147
"Ontario","Toronto","17-04-2020",7,154
"Ontario","Toronto","18-04-2020",8,162
"Ontario","Toronto","19-04-2020",11,173
"Ontario","Toronto","20-04-2020",8,181
"Ontario","Toronto","21-04-2020",9,190
"Ontario","Toronto","22-04-2020",20,210
"Ontario","Toronto","23-04-2020",12,222
"Ontario","Toronto","24-04-2020",16,238
"Ontario","Toronto","25-04-2020",15,253
"Ontario","Toronto","26-04-2020",21,274
"Ontario","Toronto","27-04-2020",23,297
"Ontario","Toronto","28-04-2020",8,305
"Ontario","Toronto","29-04-2020",42,347
"Ontario","Toronto","30-04-2020",19,366
"Ontario","Waterloo","08-03-2020",0,0
"Ontario","Waterloo","09-03-2020",0,0
"Ontario","Waterloo","10-03-2020",0,0
"Ontario","Waterloo","11-03-2020",0,0
"Ontario","Waterloo","12-03-2020",0,0
"Ontario","Waterloo","13-03-2020",0,0
"Ontario","Waterloo","14-03-2020",0,0
"Ontario","Waterloo","15-03-2020",0,0
"Ontario","Waterloo","16-03-2020",0,0
"Ontario","Waterloo","17-03-2020",0,0
"Ontario","Waterloo","18-03-2020",0,0
"Ontario","Waterloo","19-03-2020",0,0
"Ontario","Waterloo","20-03-2020",0,0
"Ontario","Waterloo","21-03-2020",0,0
"Ontario","Waterloo","22-03-2020",0,0
"Ontario","Waterloo","23-03-2020",0,0
"Ontario","Waterloo","24-03-2020",0,0
"Ontario","Waterloo","25-03-2020",0,0
"Ontario","Waterloo","26-03-2020",0,0
"Ontario","Waterloo","27-03-2020",0,0
"Ontario","Waterloo","28-03-2020",0,0
"Ontario","Waterloo","29-03-2020",0,0
"Ontario","Waterloo","30-03-2020",0,0
"Ontario","Waterloo","31-03-2020",1,1
"Ontario","Waterloo","01-04-2020",0,1
"Ontario","Waterloo","02-04-2020",1,2
"Ontario","Waterloo","03-04-2020",0,2
"Ontario","Waterloo","04-04-2020",0,2
"Ontario","Waterloo","05-04-2020",1,3
"Ontario","Waterloo","06-04-2020",0,3
"Ontario","Waterloo","07-04-2020",1,4
"Ontario","Waterloo","08-04-2020",3,7
"Ontario","Waterloo","09-04-2020",1,8
"Ontario","Waterloo","10-04-2020",1,9
"Ontario","Waterloo","11-04-2020",2,11
"Ontario","Waterloo","12-04-2020",0,11
"Ontario","Waterloo","13-04-2020",0,11
"Ontario","Waterloo","14-04-2020",2,13
"Ontario","Waterloo","15-04-2020",2,15
"Ontario","Waterloo","16-04-2020",2,17
"Ontario","Waterloo","17-04-2020",2,19
"Ontario","Waterloo","18-04-2020",4,23
"Ontario","Waterloo","19-04-2020",2,25
"Ontario","Waterloo","20-04-2020",2,27
"Ontario","Waterloo","21-04-2020",4,31
"Ontario","Waterloo","22-04-2020",0,31
"Ontario","Waterloo","23-04-2020",8,39
"Ontario","Waterloo","24-04-2020",6,45
"Ontario","Waterloo","25-04-2020",6,51
"Ontario","Waterloo","26-04-2020",4,55
"Ontario","Waterloo","27-04-2020",6,61
"Ontario","Waterloo","28-04-2020",5,66
"Ontario","Waterloo","29-04-2020",1,67
"Ontario","Waterloo","30-04-2020",1,68
"Ontario","Wellington Dufferin Guelph","08-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","09-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","10-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","11-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","12-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","13-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","14-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","15-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","16-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","17-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","18-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","19-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","20-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","21-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","22-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","23-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","24-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","25-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","26-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","27-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","28-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","29-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","30-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","31-03-2020",0,0
"Ontario","Wellington Dufferin Guelph","01-04-2020",0,0
"Ontario","Wellington Dufferin Guelph","02-04-2020",1,1
"Ontario","Wellington Dufferin Guelph","03-04-2020",0,1
"Ontario","Wellington Dufferin Guelph","04-04-2020",0,1
"Ontario","Wellington Dufferin Guelph","05-04-2020",0,1
"Ontario","Wellington Dufferin Guelph","06-04-2020",0,1
"Ontario","Wellington Dufferin Guelph","07-04-2020",0,1
"Ontario","Wellington Dufferin Guelph","08-04-2020",0,1
"Ontario","Wellington Dufferin Guelph","09-04-2020",0,1
"Ontario","Wellington Dufferin Guelph","10-04-2020",1,2
"Ontario","Wellington Dufferin Guelph","11-04-2020",1,3
"Ontario","Wellington Dufferin Guelph","12-04-2020",0,3
"Ontario","Wellington Dufferin Guelph","13-04-2020",0,3
"Ontario","Wellington Dufferin Guelph","14-04-2020",0,3
"Ontario","Wellington Dufferin Guelph","15-04-2020",1,4
"Ontario","Wellington Dufferin Guelph","16-04-2020",4,8
"Ontario","Wellington Dufferin Guelph","17-04-2020",1,9
"Ontario","Wellington Dufferin Guelph","18-04-2020",3,12
"Ontario","Wellington Dufferin Guelph","19-04-2020",0,12
"Ontario","Wellington Dufferin Guelph","20-04-2020",0,12
"Ontario","Wellington Dufferin Guelph","21-04-2020",0,12
"Ontario","Wellington Dufferin Guelph","22-04-2020",1,13
"Ontario","Wellington Dufferin Guelph","23-04-2020",2,15
"Ontario","Wellington Dufferin Guelph","24-04-2020",0,15
"Ontario","Wellington Dufferin Guelph","25-04-2020",0,15
"Ontario","Wellington Dufferin Guelph","26-04-2020",2,17
"Ontario","Wellington Dufferin Guelph","27-04-2020",1,18
"Ontario","Wellington Dufferin Guelph","28-04-2020",1,19
"Ontario","Wellington Dufferin Guelph","29-04-2020",1,20
"Ontario","Wellington Dufferin Guelph","30-04-2020",1,21
"Ontario","Windsor-Essex","08-03-2020",0,0
"Ontario","Windsor-Essex","09-03-2020",0,0
"Ontario","Windsor-Essex","10-03-2020",0,0
"Ontario","Windsor-Essex","11-03-2020",0,0
"Ontario","Windsor-Essex","12-03-2020",0,0
"Ontario","Windsor-Essex","13-03-2020",0,0
"Ontario","Windsor-Essex","14-03-2020",0,0
"Ontario","Windsor-Essex","15-03-2020",0,0
"Ontario","Windsor-Essex","16-03-2020",0,0
"Ontario","Windsor-Essex","17-03-2020",0,0
"Ontario","Windsor-Essex","18-03-2020",0,0
"Ontario","Windsor-Essex","19-03-2020",0,0
"Ontario","Windsor-Essex","20-03-2020",0,0
"Ontario","Windsor-Essex","21-03-2020",0,0
"Ontario","Windsor-Essex","22-03-2020",0,0
"Ontario","Windsor-Essex","23-03-2020",0,0
"Ontario","Windsor-Essex","24-03-2020",0,0
"Ontario","Windsor-Essex","25-03-2020",0,0
"Ontario","Windsor-Essex","26-03-2020",0,0
"Ontario","Windsor-Essex","27-03-2020",0,0
"Ontario","Windsor-Essex","28-03-2020",0,0
"Ontario","Windsor-Essex","29-03-2020",0,0
"Ontario","Windsor-Essex","30-03-2020",0,0
"Ontario","Windsor-Essex","31-03-2020",0,0
"Ontario","Windsor-Essex","01-04-2020",1,1
"Ontario","Windsor-Essex","02-04-2020",0,1
"Ontario","Windsor-Essex","03-04-2020",2,3
"Ontario","Windsor-Essex","04-04-2020",0,3
"Ontario","Windsor-Essex","05-04-2020",0,3
"Ontario","Windsor-Essex","06-04-2020",0,3
"Ontario","Windsor-Essex","07-04-2020",3,6
"Ontario","Windsor-Essex","08-04-2020",1,7
"Ontario","Windsor-Essex","09-04-2020",0,7
"Ontario","Windsor-Essex","10-04-2020",1,8
"Ontario","Windsor-Essex","11-04-2020",0,8
"Ontario","Windsor-Essex","12-04-2020",0,8
"Ontario","Windsor-Essex","13-04-2020",0,8
"Ontario","Windsor-Essex","14-04-2020",5,13
"Ontario","Windsor-Essex","15-04-2020",3,16
"Ontario","Windsor-Essex","16-04-2020",2,18
"Ontario","Windsor-Essex","17-04-2020",3,21
"Ontario","Windsor-Essex","18-04-2020",3,24
"Ontario","Windsor-Essex","19-04-2020",3,27
"Ontario","Windsor-Essex","20-04-2020",0,27
"Ontario","Windsor-Essex","21-04-2020",4,31
"Ontario","Windsor-Essex","22-04-2020",0,31
"Ontario","Windsor-Essex","23-04-2020",1,32
"Ontario","Windsor-Essex","24-04-2020",3,35
"Ontario","Windsor-Essex","25-04-2020",3,38
"Ontario","Windsor-Essex","26-04-2020",0,38
"Ontario","Windsor-Essex","27-04-2020",0,38
"Ontario","Windsor-Essex","28-04-2020",5,43
"Ontario","Windsor-Essex","29-04-2020",6,49
"Ontario","Windsor-Essex","30-04-2020",1,50
"Ontario","York","08-03-2020",0,0
"Ontario","York","09-03-2020",0,0
"Ontario","York","10-03-2020",0,0
"Ontario","York","11-03-2020",0,0
"Ontario","York","12-03-2020",0,0
"Ontario","York","13-03-2020",0,0
"Ontario","York","14-03-2020",0,0
"Ontario","York","15-03-2020",0,0
"Ontario","York","16-03-2020",0,0
"Ontario","York","17-03-2020",0,0
"Ontario","York","18-03-2020",0,0
"Ontario","York","19-03-2020",0,0
"Ontario","York","20-03-2020",0,0
"Ontario","York","21-03-2020",0,0
"Ontario","York","22-03-2020",1,1
"Ontario","York","23-03-2020",0,1
"Ontario","York","24-03-2020",0,1
"Ontario","York","25-03-2020",0,1
"Ontario","York","26-03-2020",0,1
"Ontario","York","27-03-2020",1,2
"Ontario","York","28-03-2020",0,2
"Ontario","York","29-03-2020",0,2
"Ontario","York","30-03-2020",2,4
"Ontario","York","31-03-2020",2,6
"Ontario","York","01-04-2020",0,6
"Ontario","York","02-04-2020",1,7
"Ontario","York","03-04-2020",6,13
"Ontario","York","04-04-2020",1,14
"Ontario","York","05-04-2020",2,16
"Ontario","York","06-04-2020",1,17
"Ontario","York","07-04-2020",2,19
"Ontario","York","08-04-2020",4,23
"Ontario","York","09-04-2020",1,24
"Ontario","York","10-04-2020",0,24
"Ontario","York","11-04-2020",2,26
"Ontario","York","12-04-2020",3,29
"Ontario","York","13-04-2020",6,35
"Ontario","York","14-04-2020",6,41
"Ontario","York","15-04-2020",1,42
"Ontario","York","16-04-2020",3,45
"Ontario","York","17-04-2020",1,46
"Ontario","York","18-04-2020",1,47
"Ontario","York","19-04-2020",4,51
"Ontario","York","20-04-2020",1,52
"Ontario","York","21-04-2020",8,60
"Ontario","York","22-04-2020",5,65
"Ontario","York","23-04-2020",3,68
"Ontario","York","24-04-2020",8,76
"Ontario","York","25-04-2020",5,81
"Ontario","York","26-04-2020",1,82
"Ontario","York","27-04-2020",5,87
"Ontario","York","28-04-2020",3,90
"Ontario","York","29-04-2020",6,96
"Ontario","York","30-04-2020",5,101
"Quebec","Abitibi-Témiscamingue","08-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","09-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","10-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","11-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","12-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","13-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","14-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","15-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","16-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","17-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","18-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","19-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","20-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","21-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","22-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","23-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","24-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","25-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","26-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","27-03-2020",0,0
"Quebec","Abitibi-Témiscamingue","28-03-2020",1,1
"Quebec","Abitibi-Témiscamingue","29-03-2020",0,1
"Quebec","Abitibi-Témiscamingue","30-03-2020",0,1
"Quebec","Abitibi-Témiscamingue","31-03-2020",0,1
"Quebec","Abitibi-Témiscamingue","01-04-2020",0,1
"Quebec","Abitibi-Témiscamingue","02-04-2020",0,1
"Quebec","Abitibi-Témiscamingue","03-04-2020",0,1
"Quebec","Abitibi-Témiscamingue","04-04-2020",1,2
"Quebec","Abitibi-Témiscamingue","05-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","06-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","07-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","08-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","09-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","10-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","11-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","12-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","13-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","14-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","15-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","16-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","17-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","18-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","19-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","20-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","21-04-2020",0,2
"Quebec","Abitibi-Témiscamingue","22-04-2020",1,3
"Quebec","Abitibi-Témiscamingue","23-04-2020",0,3
"Quebec","Abitibi-Témiscamingue","24-04-2020",0,3
"Quebec","Abitibi-Témiscamingue","25-04-2020",0,3
"Quebec","Abitibi-Témiscamingue","26-04-2020",0,3
"Quebec","Abitibi-Témiscamingue","27-04-2020",0,3
"Quebec","Abitibi-Témiscamingue","28-04-2020",0,3
"Quebec","Abitibi-Témiscamingue","29-04-2020",0,3
"Quebec","Abitibi-Témiscamingue","30-04-2020",0,3
"Quebec","Bas-Saint-Laurent","08-03-2020",0,0
"Quebec","Bas-Saint-Laurent","09-03-2020",0,0
"Quebec","Bas-Saint-Laurent","10-03-2020",0,0
"Quebec","Bas-Saint-Laurent","11-03-2020",0,0
"Quebec","Bas-Saint-Laurent","12-03-2020",0,0
"Quebec","Bas-Saint-Laurent","13-03-2020",0,0
"Quebec","Bas-Saint-Laurent","14-03-2020",0,0
"Quebec","Bas-Saint-Laurent","15-03-2020",0,0
"Quebec","Bas-Saint-Laurent","16-03-2020",0,0
"Quebec","Bas-Saint-Laurent","17-03-2020",0,0
"Quebec","Bas-Saint-Laurent","18-03-2020",0,0
"Quebec","Bas-Saint-Laurent","19-03-2020",0,0
"Quebec","Bas-Saint-Laurent","20-03-2020",0,0
"Quebec","Bas-Saint-Laurent","21-03-2020",0,0
"Quebec","Bas-Saint-Laurent","22-03-2020",0,0
"Quebec","Bas-Saint-Laurent","23-03-2020",0,0
"Quebec","Bas-Saint-Laurent","24-03-2020",0,0
"Quebec","Bas-Saint-Laurent","25-03-2020",1,1
"Quebec","Bas-Saint-Laurent","26-03-2020",0,1
"Quebec","Bas-Saint-Laurent","27-03-2020",0,1
"Quebec","Bas-Saint-Laurent","28-03-2020",0,1
"Quebec","Bas-Saint-Laurent","29-03-2020",0,1
"Quebec","Bas-Saint-Laurent","30-03-2020",0,1
"Quebec","Bas-Saint-Laurent","31-03-2020",0,1
"Quebec","Bas-Saint-Laurent","01-04-2020",0,1
"Quebec","Bas-Saint-Laurent","02-04-2020",0,1
"Quebec","Bas-Saint-Laurent","03-04-2020",0,1
"Quebec","Bas-Saint-Laurent","04-04-2020",0,1
"Quebec","Bas-Saint-Laurent","05-04-2020",0,1
"Quebec","Bas-Saint-Laurent","06-04-2020",0,1
"Quebec","Bas-Saint-Laurent","07-04-2020",0,1
"Quebec","Bas-Saint-Laurent","08-04-2020",0,1
"Quebec","Bas-Saint-Laurent","09-04-2020",0,1
"Quebec","Bas-Saint-Laurent","10-04-2020",0,1
"Quebec","Bas-Saint-Laurent","11-04-2020",0,1
"Quebec","Bas-Saint-Laurent","12-04-2020",0,1
"Quebec","Bas-Saint-Laurent","13-04-2020",0,1
"Quebec","Bas-Saint-Laurent","14-04-2020",0,1
"Quebec","Bas-Saint-Laurent","15-04-2020",0,1
"Quebec","Bas-Saint-Laurent","16-04-2020",0,1
"Quebec","Bas-Saint-Laurent","17-04-2020",0,1
"Quebec","Bas-Saint-Laurent","18-04-2020",0,1
"Quebec","Bas-Saint-Laurent","19-04-2020",0,1
"Quebec","Bas-Saint-Laurent","20-04-2020",0,1
"Quebec","Bas-Saint-Laurent","21-04-2020",0,1
"Quebec","Bas-Saint-Laurent","22-04-2020",0,1
"Quebec","Bas-Saint-Laurent","23-04-2020",0,1
"Quebec","Bas-Saint-Laurent","24-04-2020",0,1
"Quebec","Bas-Saint-Laurent","25-04-2020",0,1
"Quebec","Bas-Saint-Laurent","26-04-2020",0,1
"Quebec","Bas-Saint-Laurent","27-04-2020",0,1
"Quebec","Bas-Saint-Laurent","28-04-2020",0,1
"Quebec","Bas-Saint-Laurent","29-04-2020",0,1
"Quebec","Bas-Saint-Laurent","30-04-2020",0,1
"Quebec","Capitale-Nationale","08-03-2020",0,0
"Quebec","Capitale-Nationale","09-03-2020",0,0
"Quebec","Capitale-Nationale","10-03-2020",0,0
"Quebec","Capitale-Nationale","11-03-2020",0,0
"Quebec","Capitale-Nationale","12-03-2020",0,0
"Quebec","Capitale-Nationale","13-03-2020",0,0
"Quebec","Capitale-Nationale","14-03-2020",0,0
"Quebec","Capitale-Nationale","15-03-2020",0,0
"Quebec","Capitale-Nationale","16-03-2020",0,0
"Quebec","Capitale-Nationale","17-03-2020",0,0
"Quebec","Capitale-Nationale","18-03-2020",0,0
"Quebec","Capitale-Nationale","19-03-2020",0,0
"Quebec","Capitale-Nationale","20-03-2020",0,0
"Quebec","Capitale-Nationale","21-03-2020",0,0
"Quebec","Capitale-Nationale","22-03-2020",0,0
"Quebec","Capitale-Nationale","23-03-2020",0,0
